black_rollouts,white_rollouts,log_skill_ratio,result
138357,1175783,-2.139852286355754,1
4323,175579,-3.7041394783868493,0
1020696,12835,4.37606421219947,1
357472,294247,0.19463748671208994,0
303792,161119,0.6342000343041889,1
50928,6396,2.074740075568029,1
83260,3717,3.1090513504517143,1
255954,1414141,-1.7092798177658362,0
1637,2965860,-7.502057021576507,0
13520662,188289,4.273996296357544,1
1591,2343,-0.38706941017000884,0
7102558,17852107,-0.9216665396237075,1
5517014,29234,5.240259635413131,1
9742,799389,-4.407401250477958,0
7761979,20464,5.938325361600429,1
2213,75107,-3.5245647024120763,0
11097232,4349083,0.9367306895707286,1
201895,4116495,-3.015009591836546,1
92597,2114702,-3.128412439489001,0
4132474,2794710,0.39114791458664855,1
5701,15614,-1.0075263496486544,0
1898,355204,-5.2318915721281325,0
297244,3929,4.3261684097614115,1
44034,531444,-2.490635767257535,0
79264,2042,3.6588543335644754,1
3655688,4724668,-0.25651298314495297,0
1500587,2257694,-0.40848757349581394,0
50018,171329,-1.2312027439947242,1
4757,68104,-2.6614187311316115,0
9508,9607,-0.010358449929653958,0
360062,4490812,-2.5235125718669082,0
1389172,65589,3.053055166218763,1
2752,342080,-4.822716707765583,0
3607106,644872,1.7216092202845685,1
168199,280596,-0.5117681101812926,1
1859,105996,-4.043362648811689,0
1534,17426,-2.4300846408640306,0
1381435,14174948,-2.328353367209955,0
4155,12454766,-8.005546211576892,0
49066,583182,-2.4753329854427677,0
1421,11978,-2.131710784727307,0
55604,9070122,-5.094485852841029,0
19261,4773150,-5.5126794171856135,0
2869,8551716,-7.999923706548062,0
12285,2071970,-5.127876118536935,0
40180,573625,-2.658606513328209,0
1252052,7143323,-1.7413942688843622,0
66111,47992,0.32030081718493725,1
48241,53005,-0.09417696683607915,0
1967,83566,-3.749127199394849,0
77352,64477,0.18205786211983463,1
1136463,1616,6.555722126570465,1
22391,51917,-0.840987197115386,1
445112,1480,5.70628384811602,1
7599529,643570,2.4688107494409293,1
2359795,475160,1.602678440418606,1
4094887,3544749,0.14427176876855075,0
1683700,2000030,-0.17216842776582952,0
15458268,139168,4.710217448402373,1
316777,2832354,-2.1906653907071725,1
1019987,10812,4.546888532684857,1
73448,7794657,-4.66461610511659,0
201332,2549456,-2.538679995332126,1
78090,37788,0.7258704157676958,1
392694,873506,-0.7994843158402327,1
6165485,6574883,-0.06428997979591589,0
419548,8516034,-3.0105280771976934,0
2890989,259412,2.4109364056835694,1
3718,17606976,-8.46286457683204,0
620871,16497362,-3.279832437432692,0
250914,35059,1.9680778943853077,1
983185,69394,2.6509968933856376,1
5540587,5065392,0.08966892323941987,1
56539,6446520,-4.7363650637893056,0
211113,613904,-1.06744502898469,1
499230,8781,4.040476615025504,1
1493595,1360544,0.0933013458539879,0
706804,2545630,-1.2813800428158424,0
12466,2074664,-5.114549553455589,0
3440,1501,0.829339918733982,1
227999,145187,0.45131867627785527,1
263746,127460,0.727183928912348,1
2960,2108,0.33944963765685304,1
28653,3885683,-4.909795902005063,0
7615,26690,-1.2541689770693076,1
28183,117173,-1.4249325158903716,0
293779,12241232,-3.7297374206060656,0
433111,19379,3.1068040406453252,1
4047,205599,-3.9279518038622236,0
1590,18708483,-9.372998320112305,0
2737,1616686,-6.381271223896259,0
2151,2964,-0.3206068571482475,1
656495,3718176,-1.7340734268715043,0
55343,2336171,-3.7427183600982157,0
2332371,10412054,-1.4960788266986227,0
265260,8158092,-3.4260551200215503,0
14719,205404,-2.635839595291078,0
7468,64165,-2.150830665016948,0
16472,142232,-2.1557975574887824,0
866658,5284890,-1.8079626491728056,0
283390,2904,4.580734943856369,1
1897540,60091,3.452453509505028,1
5689,5156755,-6.809528298912671,0
899182,161913,1.7144263072061656,1
3384,1758386,-6.253093180090246,0
186935,1953,4.561394310952505,1
4710,4609,0.02167699428995512,1
108316,4628,3.152928071528832,1
50517,717607,-2.6536121521387432,1
3863,2451,0.45494797913816876,1
1210908,36044,3.514385356021912,1
2906394,8151987,-1.03134856370532,1
2674,2129,0.22792309276840908,1
1373641,57888,3.1667100484980137,1
1773873,13012496,-1.9927448348475374,0
139013,331552,-0.8692172061320004,0
45688,55957,-0.20274785727643674,1
12384654,818913,2.716235553408281,1
5551,148953,-3.2896527282353487,0
467647,4348608,-2.2298973350658144,0
16762,18763369,-7.020547370981934,0
8142,3019234,-5.915722585731352,0
20454,48372,-0.860742671539208,0
4961791,4253,7.061897426980315,1
552860,80437,1.9276305355830068,1
484295,1061254,-0.7845122815819577,0
8003,22870,-1.0500095366497806,0
7232958,7858,6.82487123897695,1
1830583,16902400,-2.2228211283279085,0
362831,5418,4.204210417454743,1
6184060,50146,4.814791542169102,1
13240629,1172926,2.4237885753559647,1
357296,16952779,-3.859622482279633,0
12657860,17875,6.562630556494931,1
27336,2045529,-4.315207199918686,1
7355071,5941506,0.21342737071045237,1
4325281,146548,3.384879368509317,1
242357,133115,0.5991984294485859,1
16770996,4646151,1.2836118309462523,1
8739,1455429,-5.115260214862659,0
54419,91045,-0.5146405321947467,0
7039,12955577,-7.517815516166507,0
4041,5584,-0.32341317936373476,1
7666,10160,-0.28166347519197243,0
5773,270133,-3.845722554228267,0
5952468,12903714,-0.7737092534351616,0
12202679,9249,7.184895359206768,1
1388607,3330,6.033084061362652,1
1938,373163,-5.260358808038756,0
134042,1841,4.287844281425982,1
3695599,3342,7.008328501031296,1
114799,450863,-1.3679807509079447,0
31392,4947,1.847771751137381,1
387816,8970263,-3.1411392742403708,0
409549,94094,1.470762271651233,1
12253356,76530,5.075872316814752,1
140715,34682,1.4005157478696664,1
1525,1727750,-7.032580852912129,0
17591376,922802,2.9477493673229005,1
8608807,4803916,0.5833543303891161,1
2254980,2308810,-0.023591136546711404,0
233857,56516,1.4201860335385244,1
2095,3294,-0.45254907838134756,0
7792,2283659,-5.6804366938147846,0
7037737,393393,2.8842328364103467,1
447341,19254786,-3.7621937648751245,0
2569949,30199,4.443832522084578,1
3158,1323647,-6.038207168800856,0
743936,2999,5.513676109860782,1
10243638,4250950,0.879514342585084,1
73888,6632,2.410644015339091,1
924466,8338,4.708392894056278,1
5362,8197853,-7.332290529887017,0
3879,26665,-1.9277744555947354,0
657884,1241453,-0.6350091228103036,1
1566,1717007,-6.99981334019883,0
15052601,927809,2.7864801865279007,1
4183827,13081226,-1.1399516946080195,1
56504,501040,-2.1823745061105364,1
4339228,2528469,0.5400824708760219,1
83615,57362,0.3768408666460917,0
72772,13494,1.6850861236293235,1
21004,4839580,-5.439870323310231,0
2632106,126101,3.0384563920369354,1
2666,2434,0.09104322719118144,1
2420,3875,-0.4707781226367153,0
206843,13106,2.758889910769951,1
319637,64273,1.6040463405327934,1
568991,66910,2.140516183983313,1
1402,2768,-0.6802252491430247,1
62225,11450,1.692767118253407,1
16614658,50601,5.794069257823048,1
49345,5410978,-4.697348688218594,0
11302419,1788,8.751674375835686,1
57865,2046605,-3.5658248904259513,0
16070,58869,-1.2983604565658737,1
5954,2260,0.9686984493093901,1
1054452,4865,5.3787097640414165,1
2788582,15149,5.215353978712004,1
4862955,5951185,-0.20194408156010957,1
75727,46755,0.48221356603400056,1
7607,9306,-0.20159047740729272,0
23939,1359592,-4.039431005558107,0
42359,3587908,-4.439143668546339,0
4835,884927,-5.209624026824819,0
11548,8134,0.35045945431565584,1
3137205,3563187,-0.12732309297538794,1
17461377,4555,8.251521161551295,1
30594,4955,1.8204067435191225,1
4024,36359,-2.2011653333833574,0
7887,33624,-1.4500242632869618,0
837019,33899,3.206461254925065,1
5241,1480215,-5.643430306657698,0
2260,18195991,-8.993591760791377,0
1853845,26784,4.237212445303312,1
5197,63796,-2.507608956434203,0
3947,25161,-1.8523393799896741,0
6915905,895042,2.044708465896999,1
3229,271427,-4.431520734832637,0
11985,1984267,-5.1093489875167535,0
873135,15162,4.0532978854253425,1
3774650,48710,4.3501785943345626,1
52801,2912,2.8976899995923677,1
1434,11221,-2.0573192805053004,0
6148640,7361,6.727790405057953,1
6080403,6129388,-0.008023931420026779,0
2178,24202,-2.408028249865092,0
29736,9024,1.1924707382392479,1
4713,738038,-5.053670665848193,0
1237827,1276468,-0.030739465859302168,1
1633602,29849,4.002391333259639,1
225347,3588,4.140046492226688,1
3907957,16229058,-1.423788608127263,0
49605,9964,1.6051130377019318,1
17155,290025,-2.8276774498510573,0
30249,312817,-2.3361552289412653,0
923633,2924,5.755362264707656,1
39017,190332,-1.5847724671195678,0
1229736,803294,0.42583401722063746,1
73577,7894,2.232229499655875,1
107736,2313912,-3.0670110874964016,1
104623,1332,4.363681840618647,1
10604,609136,-4.05081027126458,0
2076,3737830,-7.4958175428119675,0
13134,7851,0.5145633755526623,1
2365124,2042224,0.14679104175669663,1
250219,7360500,-3.3815466097998947,0
255015,27591,2.2238327343691315,1
109957,4352237,-3.678355864496968,0
5403,529596,-4.585160096862256,0
15049942,52345,5.661272994577679,1
12479502,92702,4.902452689968981,1
185880,361013,-0.6638126645480523,0
866965,299747,1.06205982135962,0
5086457,244320,3.0358579549776246,1
11610297,60668,5.254231279570937,1
1661184,3789,6.0831837480821305,1
64870,117215,-0.5916245880765172,0
1155823,28264,3.7109790132654537,0
1025268,3844733,-1.3217501178848274,1
1567,205181,-4.87472955304318,0
41765,21535,0.6623791497017957,0
466415,589291,-0.2338443236160977,0
22833,1869,2.5028033294799386,1
7929735,2281770,1.2456681601075301,1
16458935,1135889,2.673452886589715,1
4874958,8779,6.319504262066148,1
52101,2687,2.9647588127997326,1
11869349,7923,7.311944719971711,1
499874,60529,2.11123347763125,1
4889818,17638269,-1.2829158325317171,0
7801145,335061,3.14771319197515,1
32355,10190,1.155361721274596,1
585434,48783,2.484971561004852,1
40484,10212810,-5.530491259338062,0
2233,43304,-2.964899036636656,0
2552,538710,-5.352300027239373,0
7442,4573529,-6.420900766028676,0
1590,46978,-3.3859453907855035,0
8804,606306,-4.232178645455548,0
6272,21127,-1.2144565602699908,0
4031136,8817321,-0.7826698602909922,1
739793,296234,0.915220734784813,0
36420,1538,3.16463520321601,1
62986,6852067,-4.689393158088869,0
2389,350307,-4.9879350445319375,0
3771053,1712415,0.7894496179189867,1
3339446,534773,1.831717846159344,1
410050,121463,1.2166694138284744,1
225580,767961,-1.2250640873964902,0
6237581,70904,4.477020876511304,1
17287,396526,-3.132786838754879,0
4621453,3246,7.261040967702448,1
3409244,4040015,-0.16975783900106606,0
15669,2141,1.9904112285147255,1
5619514,9918932,-0.5682000709126337,0
26804,238520,-2.185902034143981,1
1208428,390834,1.1287927029716565,0
7093,23841,-1.2122984054062023,0
254915,367310,-0.3652760218988823,1
3117867,5703811,-0.6039854337432917,0
13755547,3102,8.397150375170952,1
1763,778077,-6.089808587587646,0
378391,8991,3.739703975537055,1
9934864,3361,7.9915669171708945,1
2785544,920978,1.1067623165322473,0
12927997,2099211,1.8178337098788901,1
392332,1858,5.352607779724058,1
103713,345919,-1.2045771746064236,1
4028518,271885,2.6957746625958805,1
1434907,6297,5.428781988224594,1
5031,8791771,-7.465952677829239,0
15533878,5064148,1.1208374059032526,1
1966,653057,-5.805663393175339,0
12485142,5894,7.658359691982069,1
3910333,134768,3.3678230340203745,1
2607894,3371,6.651088841796844,1
16860453,3625,8.444871811215663,1
331139,767185,-0.8401897449576706,1
5855327,19090382,-1.1818328028228844,0
952977,3927921,-1.4162747882055458,0
3254215,1367888,0.8666831346365865,1
2169475,6751,5.77254983971979,1
3850412,173432,3.100149842817147,1
109839,50823,0.7706666492398604,0
21237,12099815,-6.34520049875159,0
12292430,3840,8.07126653814106,1
1199713,5114235,-1.4499454665786784,0
1529,61465,-3.693853980172379,0
319322,2797,4.7376525838476935,1
935529,4087,5.433300940117057,1
866458,15001041,-2.8514612405551487,0
31814,13713745,-6.06624744905789,0
2126,4176,-0.6751115706605814,0
28993,6072,1.563366381446126,1
80614,2324,3.546382492709765,1
1255291,12408,4.616781271323331,1
3093,13781,-1.4941493381900752,0
33436,4656122,-4.936305027980219,0
274459,305197,-0.10615558242540121,0
2947657,3925746,-0.2865457793787703,0
15355,16885,-0.09498449994474535,0
889401,51547,2.8480541895862257,1
212989,944283,-1.4891853881702284,0
1053926,6218731,-1.7750436277179469,0
26122,6924,1.3277842338413668,1
74896,7651013,-4.626492851796991,0
10109,30986,-1.1201093734021794,0
866496,167198,1.6452787540160745,1
5460834,1460715,1.3186754834738994,1
13989321,316784,3.7878293781997194,1
1007394,178898,1.728306266345333,0
10987,1816,1.8000764755396423,1
15866151,12607,7.137691035774133,1
22908,8566655,-5.924146425814959,0
26509,290980,-2.3957702383122714,0
71627,3323605,-3.8373332183262945,0
14931978,8571,7.462875954770809,1
15133,192046,-2.5408571369607222,0
6323050,279408,3.1192838864686374,1
2175945,11926186,-1.701273433816751,0
77698,4670144,-4.096115668288742,0
6662624,298545,3.1053480046938824,1
10348583,436743,3.165259959698118,1
25445,122713,-1.5733290355340737,0
3311162,3104800,0.06434988411199292,1
9282,262179,-3.3409504357699364,0
42842,4596,2.232332569844115,1
369990,1470246,-1.379709034464614,0
45156,61195,-0.30394232543500127,0
3541883,8126,6.077344988046463,1
3101004,145480,3.0594425888873102,1
177493,337904,-0.6438306599539103,1
4116,273943,-4.198038237578112,0
6734265,16800,5.993585065076868,1
29913,1345,3.101899155460963,1
441592,28522,2.739710659542186,1
3802177,34000,4.7169685517936175,1
1398910,97473,2.6638732243540324,1
14614,5691748,-5.964792712197267,0
170212,17612,2.268464231048282,1
13563,38749,-1.049759452034173,0
979238,147877,1.890393871050933,0
1935329,1790,6.985816996998257,1
90877,116034,-0.24437630774361616,0
60829,33126,0.6077481764105798,1
698360,3424,5.317925270837078,1
119306,2053877,-2.8457928843233766,0
1785573,15259292,-2.1454492568511734,0
3488,17910,-1.636030710025887,0
768261,42241,2.9007382058036653,1
22736,8167998,-5.884029543631744,0
69553,18796,1.3084449706342773,0
28809,103624,-1.2800811249040094,0
42100,140403,-1.2044691181964604,0
5614,166055,-3.3870555808419507,0
32230,8174685,-5.535899767085635,0
2891190,593584,1.5832447237485354,1
4547,234185,-3.94164372644722,0
1839713,13926080,-2.0241537599599986,0
4095000,435282,2.2415278993764423,1
55422,97639,-0.5663003769295651,1
44578,5412726,-4.799267662851325,0
9422,16596,-0.566114322192772,0
25757,229457,-2.1870092132845063,0
9974841,144737,4.232902999378727,1
31930,60994,-0.6472294919531564,1
170868,392178,-0.8308244897723915,1
2526289,85621,3.384576126337969,1
87154,11753,2.003568141639261,1
53275,169902,-1.1597546222542912,0
26970,1159303,-3.76084910428985,0
18829,114084,-1.8015367846506023,0
6589,4378,0.4088095928310116,0
2178,87134,-3.6890401390913845,0
16126385,46695,5.844574936886699,1
110346,2299,3.8711466379638546,1
137192,20464,1.9027141597173591,0
3243,1476805,-6.121137422116483,0
19649,1227584,-4.134776842664164,0
559108,8597703,-2.7329076969019908,0
4508,84759,-2.9339583391350383,0
11408,375013,-3.4926458283642625,0
19035,306560,-2.779134104948035,0
670753,5803,4.750025936692553,1
10332,12393,-0.18188592184914312,0
421106,2053,5.323582445426633,1
11603419,3783007,1.1207806000314482,1
16245,2180880,-4.8996985749341375,0
248452,834699,-1.2118215128953833,0
20114,73030,-1.2894542256097297,0
66489,411260,-1.822189097447726,0
4015,3779,0.06057792303137298,0
143773,12476,2.444428868133268,1
494330,96822,1.630329069171483,1
2117632,36847,4.051279558050543,1
9917251,10435733,-0.05096001647474837,1
27469,1885238,-4.2287512557634885,1
1115576,118649,2.2409565877385615,1
6128,1431478,-5.453594323487197,0
26421,1898134,-4.274467428818578,0
5845483,93250,4.1381404466987215,1
8469076,139142,4.108681696382186,1
6406,19191367,-8.004980770295925,0
642569,44337,2.6736546610987233,0
493715,8943,4.011087324262801,1
6141,28043,-1.518751451110369,0
5920746,2196,7.899580209805245,1
18076,6384,1.0407902314015256,1
1827,664910,-5.896976415755059,0
231467,50360,1.5252401055930134,0
167863,696399,-1.422774601405457,0
9609,1041296,-4.685521210881186,0
4555355,77991,4.06746530757399,1
14199865,7136641,0.6879902400430117,1
5593325,1011863,1.7097807362938358,1
5773,3911,0.3893987803054194,1
827811,557401,0.39549995837020396,1
89271,147767,-0.5039600217889851,1
2480,15046857,-8.710665850981302,0
1424,8491,-1.7855369660274423,0
27815,12832,0.7736333924030978,1
1072646,32907,3.4841983709760753,1
586362,5907453,-2.3100327067513837,0
45067,746714,-2.8075319756657717,0
14010561,2078,8.816160788678877,1
2050,5403297,-7.876924808644394,0
8236,199152,-3.185553563093079,0
6227142,14524,6.060870304978777,1
1109429,7775,4.96068728947018,1
46444,1027111,-3.0962580001150086,0
35660,1397829,-3.6686459852807873,0
559221,101610,1.7054027883647584,1
152447,4340,3.5589426465451823,1
4785,10574,-0.792912132908341,0
57184,10169,1.7269302621680171,1
717260,14388479,-2.998744698988874,0
6509820,11451,6.342990022619565,1
53994,11205012,-5.335243527905056,0
44048,8101128,-5.2144786418238676,0
2045583,446139,1.5228075507650523,1
7051888,2443,7.967823869096752,1
969157,14871334,-2.73076412478727,0
11047,7410,0.3993284585821426,1
14402542,5824,7.81317268686829,1
1076417,1412982,-0.2720644316364892,0
253954,53447,1.5584626395811587,0
2042,3455650,-7.433836131904853,0
2458,19591,-2.075722265962052,0
24518,3311008,-4.905600412059988,0
3746,2204,0.5304147127312286,0
6160,20729,-1.213456908471946,0
82356,1414652,-2.8435875297197657,0
20779,15056,0.32216627847471924,0
118861,10876,2.3913962163921956,1
477409,2438,5.277195534783577,1
9637991,47906,5.304227205863444,1
20630,99591,-1.5743254719787676,0
18608570,463712,3.692113836412025,1
2463,440728,-5.187047785976034,0
23346,1441851,-4.123257320565519,0
7058,1954739,-5.62385023441764,0
1146780,75991,2.7140983818031885,1
13507,4793875,-5.8718862708162725,0
27283,90386,-1.1978255905449051,0
4398,2284,0.6552216003388056,1
1332854,7942926,-1.784959213412231,0
40485,1911,3.0533048698799417,1
75265,550628,-1.9900442257172775,0
8643828,4101129,0.7455832385936852,1
2722931,244623,2.409745902750278,1
7595,124253,-2.7948296735067344,0
12679692,479898,3.274183356154772,1
578690,297654,0.6648351902084102,1
67470,1473994,-3.0840479475453537,1
4196518,35825,4.763364439088141,1
1475,1931,-0.2693800136545943,0
8643,2598,1.2020078265220933,1
18685,1717,2.3871424810221087,1
2352,6713,-1.048779914920234,0
2898,7099694,-7.803786119610596,0
1913,12737239,-8.803612496185794,0
3841,237963,-4.126382450037335,0
6098,1046867,-5.145596324627125,0
47004,57056,-0.19380053720903528,1
19069575,4478964,1.4487023633659128,1
1749,16134906,-9.12969608258819,0
44704,9705,1.5274217664535779,1
10853,51164,-1.5505946202732688,1
37770,26741,0.3453171685920086,1
16871058,228649,4.301166811854111,1
1774750,12360679,-1.9408608178583804,0
3956,42935,-2.3844539303639825,0
168971,2584869,-2.727703006110437,0
16480002,4373,8.234453652391895,1
4395,78825,-2.8867626742939843,0
26675,319554,-2.483199476433008,0
1030917,1579016,-0.4263531707882553,0
5309,455152,-4.451227935495882,0
589247,1722316,-1.072579725115956,1
11327,7296687,-6.467986432286915,0
320173,16694,2.9538121012801812,0
743820,3609954,-1.5796512387853598,0
18036587,133924,4.902885110157074,1
1176707,2660,6.092149015498557,1
3847,13141,-1.228443489891343,0
10811,130508,-2.4908703932551735,0
11305339,10746199,0.05072298135819218,1
386957,273298,0.3477508008037336,1
232008,663431,-1.0506530005627364,1
16616643,5577227,1.0917130839999716,1
11193,5067400,-6.115294561627866,0
45361,65600,-0.36892299091817377,0
2463351,152408,2.782716761789143,1
11607292,6399599,0.5953981891501108,1
16163826,4031,8.296516577343183,1
2388,42118,-2.870019007227231,0
24903,18235,0.31164545388036474,1
104750,215044,-0.7192660995500137,0
90228,42734,0.7473449438630937,0
487949,3627,4.901805031894298,1
1098057,8293,4.8858857478213045,1
330770,6047545,-2.9059844137490494,0
28825,13709,0.7431905147013594,1
4115540,12360108,-1.0997041371184555,1
2035546,18262,4.713696968363591,1
1037615,56525,2.9099970711716407,1
7565472,671481,2.4218642961728714,1
4093,1539,0.9781453426535237,1
208565,4410,3.856376053795501,1
3456,254582,-4.299511133546296,0
1702047,4260,5.990317763041858,1
31873,3480864,-4.693276561403242,0
4739827,88455,3.9812619680121855,1
27318,1754,2.745646931630709,1
41766,15409056,-5.910628056100395,0
65445,28955,0.8154671945659294,1
1215094,1963531,-0.4799229429896898,0
343310,19216067,-4.0248682019103965,0
6253,247617,-3.6788218489959754,0
1182597,3808524,-1.1695288448864143,0
6750,8873586,-7.181291772822108,0
5857845,1524,8.254198610230658,1
62131,5959,2.3443423774653147,1
14231,1797,2.0693040759001007,1
175943,1824742,-2.3390338072132826,1
764796,1477531,-0.6585185988496346,0
994273,821550,0.19081901693723127,1
2638,3837,-0.37466975696969246,0
17042819,1897,9.10321053001999,1
2543251,2770,6.822351142672213,1
56673,6979,2.0943922668078105,1
190639,197108,-0.03337021458087204,0
4120259,1108378,1.3130183400837077,1
28593,4507701,-5.060380613805755,0
2265100,6676,5.826855181253333,1
90362,6078037,-4.208613235944673,0
1142544,17784170,-2.7450513806908385,0
304259,33072,2.2191923094274464,0
687098,5121755,-2.008775501489322,0
9379,66274,-1.955324515888659,0
400528,2135388,-1.6736199654984774,0
17035493,1708812,2.2995005988799617,1
719995,887968,-0.20969143876527674,0
305239,4703867,-2.7350451390637627,0
3107637,1114150,1.0257708479666556,1
1218719,222861,1.6990073273603223,0
4478,7308749,-7.397650884491006,0
380297,3138010,-2.1103915936370212,0
3475116,18546,5.23312900635868,1
227580,11500027,-3.9226028372458095,0
392563,798436,-0.7099577802647603,1
27222,9186981,-5.821517182219683,0
15736961,126313,4.825004474769367,1
1771,234210,-4.884673789999613,0
35825,13994,0.9400173073905305,1
9523,2122498,-5.406639050688108,0
246269,16155164,-4.183570595426777,0
1057186,3582600,-1.2204781326659815,0
175066,2344982,-2.5948699592645705,0
13480,1617514,-4.787438576185741,0
4169538,1552019,0.9882485743518544,1
496670,341993,0.3731355526413908,1
2826151,239073,2.4699020496053588,1
73623,253739,-1.237348702745799,1
22325,29556,-0.28057964216383835,0
62190,24223,0.942891620086703,0
1216578,14880,4.403779249135517,1
4117120,12243,5.817954823690803,1
29136,3048,2.2574888851608526,1
55692,20603,0.994399813786717,1
598129,741423,-0.214764862875355,0
8398835,192594,3.7752639385060047,1
52184,1594816,-3.4197377135690483,0
6372088,190205,3.511580043471632,1
278788,19892,2.6401339955006735,1
12877,5199692,-6.00091189775443,0
16083,4067,1.374857186588423,1
16650,1791,2.229636093347878,1
4922,16937662,-8.143579990183097,0
2206,37462,-2.83214616504239,0
752266,8896876,-2.470365498056692,0
320015,2783,4.74483838715142,1
3471779,32806,4.661810996190335,1
15600499,644971,3.185852825360861,1
5077070,11148,6.121229492902527,1
206823,25041,2.1113488734819037,1
